"Distance Along Transect (m)","June 12, 2012","March 16, 2012"
888.6107194094532,-7.84,-7.85
889.7470502457687,-7.84,-7.85
890.8833810891524,-7.87,-7.87
892.0197119348923,-7.88,-7.88
893.156042778276,-7.88,-7.88
894.2923736263718,-7.88,-7.88
895.4287044644544,-7.88,-7.88
896.5650353054821,-7.88,-7.88
897.7013661488658,-7.9,-7.9
898.8376969969617,-7.92,-7.92
899.9740278403453,-7.92,-7.93
901.1103586860852,-7.92,-7.93
902.2466895294689,-7.92,-7.93
903.3830203675515,-7.92,-7.93
904.5193512109352,-7.93,-7.93
905.6556820543188,-7.96,-7.96
906.7920129000587,-7.96,-7.96
907.9283437434424,-7.96,-7.96
909.0646745868261,-7.96,-7.96
910.2010054231416,-7.96,-7.96
911.3373362688815,-7.96,-7.96
912.4736671140323,-7.96,-7.96
913.609997957416,-7.98,-7.99
914.7463288055119,-7.99,-7.99
915.8826596394713,-7.99,-7.99
917.018990482855,-7.99,-7.99
918.1553213309509,-7.99,-7.99
919.2916521743346,-8,-8
920.4279830153622,-8.02,-8.02
921.5643138634581,-8.03,-8.03
922.7006447015407,-8.03,-8.03
923.8369755449244,-8.03,-8.03
924.9733063883081,-8.03,-8.03
926.1096372340479,-8.03,-8.03
927.2459680774316,-8.04,-8.04
928.3822989208153,-8.06,-8.07
929.5186297588979,-8.06,-8.07
930.6549606046377,-8.06,-8.07
931.7912914480214,-8.06,-8.07
932.9276222914051,-8.06,-8.07
934.0639531347888,-8.06,-8.07
935.2002839805286,-8.06,-8.07
936.3366148239123,-8.09,-8.1
937.4729456619949,-8.09,-8.11
938.6092765100908,-8.09,-8.11
939.7456073558307,-8.1,-8.11
940.8819381992143,-8.1,-8.11
942.018269042598,-8.11,-8.11
943.1545998789136,-8.12,-8.13
944.2909307222973,-8.14,-8.15
945.4272615680371,-8.14,-8.15
946.5635924114208,-8.14,-8.15
947.6999232565717,-8.14,-8.15
948.8362540999553,-8.14,-8.15
949.9725849386269,-8.14,-8.15
951.1089157820106,-8.15,-8.15
952.2452466253943,-8.18,-8.18
953.381577468778,-8.18,-8.18
954.5179083145179,-8.18,-8.18
955.6542391526004,-8.18,-8.18
956.7905699959841,-8.18,-8.18
957.92690084408,-8.19,-8.18
959.0632316898199,-8.22,-8.21
960.1995625284915,-8.23,-8.22
961.3358933765874,-8.23,-8.22
962.472224219971,-8.23,-8.22
963.6085550633547,-8.23,-8.22
964.7448859037934,-8.23,-8.22
965.8812167471771,-8.25,-8.24
967.0175475905608,-8.27,-8.25
968.1538784339444,-8.27,-8.25
969.2902092796843,-8.27,-8.25
970.4265401159998,-8.27,-8.25
971.5628709593835,-8.27,-8.25
972.6992018027672,-8.27,-8.25
973.8355326479181,-8.27,-8.26
974.9718634936579,-8.29,-8.29
976.1081943370416,-8.29,-8.29
977.2445251733571,-8.29,-8.29
978.3808560238091,-8.29,-8.29
979.5171868624807,-8.3,-8.29
980.6535177058644,-8.3,-8.29
981.7898485539603,-8.33,-8.32
982.9261793920429,-8.34,-8.33
984.0625102330705,-8.34,-8.33
985.1988410811664,-8.34,-8.33
986.3351719245501,-8.34,-8.33
987.4715027679338,-8.34,-8.33
988.6078336136736,-8.35,-8.35
989.7441644570573,-8.37,-8.37
990.8804952951399,-8.37,-8.37
992.0168261385236,-8.37,-8.37
993.1531569819073,-8.37,-8.37
994.2894878276471,-8.37,-8.37
995.4258186710308,-8.37,-8.37
996.5621495144145,-8.37,-8.37
997.69848035073,-8.4,-8.41
998.8348111982369,-8.4,-8.41
999.9711420416206,-8.4,-8.41
1001.1074728897165,-8.4,-8.41
1002.2438037331002,-8.41,-8.41
1003.3801345741279,-8.41,-8.42
1004.5164654151555,-8.43,-8.44
1005.6527962585392,-8.44,-8.45
1006.7891271019229,-8.44,-8.45
1007.9254579476627,-8.44,-8.45
1009.0617887928136,-8.44,-8.45
1010.1981196291291,-8.44,-8.45
1011.3344504725128,-8.45,-8.47
1012.4707813158965,-8.47,-8.49
1013.6071121616363,-8.47,-8.49
1014.74344300502,-8.47,-8.49
1015.8797738484037,-8.47,-8.49
1017.0161046864863,-8.47,-8.49
1018.1524355322261,-8.47,-8.49
1019.2887663756098,-8.47,-8.49
1020.4250972189935,-8.51,-8.52
1021.5614280670894,-8.51,-8.52
1022.6977589081171,-8.51,-8.52
1023.8340897515008,-8.52,-8.53
1024.9704205942955,-8.52,-8.53
1026.1067514376793,-8.52,-8.53
1027.2430822810632,-8.54,-8.55
1028.379413126803,-8.55,-8.56
1029.5157439701868,-8.55,-8.56
1030.6520748135706,-8.55,-8.56
1031.788405649886,-8.55,-8.56
1032.924736495626,-8.55,-8.56
1034.0610673407766,-8.57,-8.58
1035.1973981841604,-8.59,-8.6
1036.3337290275442,-8.59,-8.6
1037.4700598638597,-8.59,-8.6
1038.6063907095995,-8.59,-8.6
1039.7427215529833,-8.59,-8.6
1040.8790524010792,-8.59,-8.6
1042.015383242107,-8.6,-8.61
1043.1517140854908,-8.64,-8.65
1044.2880449235734,-8.64,-8.65
1045.4243757716692,-8.64,-8.65
1046.560706615053,-8.64,-8.65
1047.697037460793,-8.64,-8.65
1048.8333683041767,-8.64,-8.65
1049.9696991475605,-8.66,-8.67
1051.106029985643,-8.67,-8.69
1052.242360831383,-8.67,-8.69
1053.3786916747667,-8.67,-8.69
1054.5150225181505,-8.67,-8.69
1055.6513533615343,-8.67,-8.69
1056.7876842049182,-8.69,-8.7
1057.924015050658,-8.71,-8.73
1059.0603458887406,-8.71,-8.73
1060.1966767321244,-8.71,-8.73
1061.3330075778642,-8.71,-8.73
1062.469338421248,-8.72,-8.73
1063.6056692646318,-8.73,-8.74
1064.7420001056596,-8.73,-8.75
1065.8783309490434,-8.77,-8.78
1067.0146617900712,-8.77,-8.78
1068.150992638167,-8.77,-8.78
1069.2873234815509,-8.77,-8.78
1070.4236543267016,-8.77,-8.78
1071.559985165373,-8.77,-8.78
1072.6963160087569,-8.78,-8.8
1073.8326468521407,-8.79,-8.81
1074.9689776955245,-8.79,-8.81
1076.1053085389083,-8.79,-8.81
1077.241639379347,-8.79,-8.81
1078.3779702227307,-8.79,-8.81
1079.5143010661145,-8.8,-8.82
1080.6506319118544,-8.81,-8.83
1081.7869627552382,-8.82,-8.84
1082.923293598622,-8.82,-8.84
1084.0596244420058,-8.83,-8.85
1085.1959552901017,-8.83,-8.85
1086.3322861258282,-8.84,-8.85
1087.468616973924,-8.84,-8.85
1088.604947817308,-8.87,-8.88
1089.7412786606917,-8.87,-8.88
1090.8776095017195,-8.87,-8.88
1092.0139403427472,-8.87,-8.88
1093.150271186131,-8.87,-8.88
1094.2866020295148,-8.87,-8.88
1095.4229328746655,-8.89,-8.9
1096.5592637204054,-8.9,-8.91
1097.6955945637892,-8.9,-8.91
1098.8319254001046,-8.9,-8.91
1099.9682562434884,-8.9,-8.91
1101.1045870892283,-8.9,-8.91
1102.240917932612,-8.9,-8.91
1103.377248775996,-8.91,-8.92
1104.5135796187906,-8.93,-8.94
1105.6499104598183,-8.94,-8.95
1106.7862413032021,-8.95,-8.95
1107.922572151298,-8.95,-8.95
1109.0589029946818,-8.95,-8.95
1110.1952338404217,-8.95,-8.95
1111.3315646838055,-8.95,-8.95
